T,Patents,,,,,
729,Sudan,2019,Resident patent filings (per million population),6,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
729,Sudan,2020,Resident patent filings (per million population),4,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
729,Sudan,2005,Grants of patents (number),174,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
729,Sudan,2010,Grants of patents (number),125,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
729,Sudan,2019,Grants of patents (number),139,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
729,Sudan,2020,Grants of patents (number),117,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
752,Sweden,1985,Resident patent filings (per million population),460,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
752,Sweden,1995,Resident patent filings (per million population),447,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
752,Sweden,2005,Resident patent filings (per million population),555,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
752,Sweden,2010,Resident patent filings (per million population),614,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
752,Sweden,2019,Resident patent filings (per million population),601,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
752,Sweden,2020,Resident patent filings (per million population),597,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
752,Sweden,2021,Resident patent filings (per million population),645,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
752,Sweden,1985,Grants of patents (number),"5,681",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
752,Sweden,1995,Grants of patents (number),"1,541",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
752,Sweden,2005,Grants of patents (number),"1,911",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
752,Sweden,2010,Grants of patents (number),"1,380",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
752,Sweden,2019,Grants of patents (number),920,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
752,Sweden,2020,Grants of patents (number),"1,534",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
752,Sweden,2021,Grants of patents (number),717,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
752,Sweden,2005,Patents in force (number),"102,741",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
752,Sweden,2010,Patents in force (number),"96,796",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
752,Sweden,2019,Patents in force (number),"107,032",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
752,Sweden,2020,Patents in force (number),"111,789",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
752,Sweden,2021,Patents in force (number),"112,035",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
756,Switzerland,1985,Resident patent filings (per million population),493,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
756,Switzerland,1995,Resident patent filings (per million population),411,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
756,Switzerland,2005,Resident patent filings (per million population),897,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
756,Switzerland,2010,Resident patent filings (per million population),"1,069",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
756,Switzerland,2019,Resident patent filings (per million population),"1,122",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
756,Switzerland,2020,Resident patent filings (per million population),"1,099",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
756,Switzerland,2021,Resident patent filings (per million population),"1,119",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
756,Switzerland,1985,Grants of patents (number),"6,421",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
756,Switzerland,1995,Grants of patents (number),"1,303",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
756,Switzerland,2010,Grants of patents (number),741,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
756,Switzerland,2019,Grants of patents (number),615,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
756,Switzerland,2020,Grants of patents (number),745,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
756,Switzerland,2021,Grants of patents (number),724,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
756,Switzerland,2005,Patents in force (number),"99,531",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
756,Switzerland,2010,Patents in force (number),"123,033",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
756,Switzerland,2019,Patents in force (number),"246,124",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
756,Switzerland,2020,Patents in force (number),"250,143",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
756,Switzerland,2021,Patents in force (number),"264,909",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
760,Syrian Arab Republic,1995,Resident patent filings (per million population),9,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
760,Syrian Arab Republic,2005,Resident patent filings (per million population),6,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
760,Syrian Arab Republic,2019,Resident patent filings (per million population),7,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
760,Syrian Arab Republic,2020,Resident patent filings (per million population),4,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
760,Syrian Arab Republic,1995,Grants of patents (number),71,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
760,Syrian Arab Republic,2005,Grants of patents (number),72,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
760,Syrian Arab Republic,2019,Grants of patents (number),58,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
760,Syrian Arab Republic,2020,Patents in force (number),65,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
760,Syrian Arab Republic,2021,Patents in force (number),125,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
762,Tajikistan,1995,Resident patent filings (per million population),6,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
762,Tajikistan,2005,Resident patent filings (per million population),4,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
762,Tajikistan,2010,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
762,Tajikistan,2019,Resident patent filings (per million population),2,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
762,Tajikistan,1995,Grants of patents (number),47,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
762,Tajikistan,2010,Grants of patents (number),3,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
762,Tajikistan,2019,Grants of patents (number),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
762,Tajikistan,2010,Patents in force (number),248,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
764,Thailand,1985,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
764,Thailand,1995,Resident patent filings (per million population),2,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
764,Thailand,2005,Resident patent filings (per million population),14,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
764,Thailand,2010,Resident patent filings (per million population),18,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
764,Thailand,2019,Resident patent filings (per million population),12,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
764,Thailand,2020,Resident patent filings (per million population),12,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
764,Thailand,2021,Resident patent filings (per million population),12,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
764,Thailand,1985,Grants of patents (number),45,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
764,Thailand,1995,Grants of patents (number),470,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
764,Thailand,2005,Grants of patents (number),553,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
764,Thailand,2010,Grants of patents (number),772,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
764,Thailand,2019,Grants of patents (number),"3,121",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
764,Thailand,2020,Grants of patents (number),"3,525",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
764,Thailand,2021,Grants of patents (number),"2,994",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
764,Thailand,2010,Patents in force (number),"10,201",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
764,Thailand,2019,Patents in force (number),"16,204",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
764,Thailand,2020,Patents in force (number),"17,306",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
764,Thailand,2021,Patents in force (number),"18,817",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
768,Togo,2020,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
780,Trinidad and Tobago,1995,Resident patent filings (per million population),19,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
780,Trinidad and Tobago,2005,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
780,Trinidad and Tobago,2019,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
780,Trinidad and Tobago,2020,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
780,Trinidad and Tobago,2021,Resident patent filings (per million population),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
780,Trinidad and Tobago,1995,Grants of patents (number),87,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
780,Trinidad and Tobago,2019,Grants of patents (number),68,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
780,Trinidad and Tobago,2020,Grants of patents (number),67,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
780,Trinidad and Tobago,2021,Grants of patents (number),40,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
780,Trinidad and Tobago,2021,Patents in force (number),"1,075",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
788,Tunisia,1985,Resident patent filings (per million population),2,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
788,Tunisia,1995,Resident patent filings (per million population),3,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
788,Tunisia,2005,Resident patent filings (per million population),6,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
788,Tunisia,2010,Resident patent filings (per million population),11,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
788,Tunisia,1995,Grants of patents (number),141,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
788,Tunisia,2005,Grants of patents (number),338,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
788,Tunisia,2010,Grants of patents (number),620,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
788,Tunisia,2019,Grants of patents (number),328,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
792,Türkiye,1985,Resident patent filings (per million population),3,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
792,Türkiye,1995,Resident patent filings (per million population),3,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
792,Türkiye,2005,Resident patent filings (per million population),15,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
792,Türkiye,2010,Resident patent filings (per million population),48,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
792,Türkiye,2019,Resident patent filings (per million population),100,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
792,Türkiye,2020,Resident patent filings (per million population),101,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
792,Türkiye,2021,Resident patent filings (per million population),106,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
792,Türkiye,1985,Grants of patents (number),385,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
792,Türkiye,1995,Grants of patents (number),763,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
792,Türkiye,2005,Grants of patents (number),823,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
792,Türkiye,2019,Grants of patents (number),"1,941",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
792,Türkiye,2020,Grants of patents (number),"2,063",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
792,Türkiye,2021,Grants of patents (number),"3,387",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
792,Türkiye,2010,Patents in force (number),"24,969",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
792,Türkiye,2019,Patents in force (number),"81,685",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
792,Türkiye,2020,Patents in force (number),"88,753",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
792,Türkiye,2021,Patents in force (number),"82,425",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
798,Tuvalu,2019,Grants of patents (number),10,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
798,Tuvalu,2020,Grants of patents (number),10,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
798,Tuvalu,2019,Patents in force (number),17,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
798,Tuvalu,2020,Patents in force (number),27,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
800,Uganda,1985,Grants of patents (number),26,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
800,Uganda,2019,Grants of patents (number),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
804,Ukraine,1995,Resident patent filings (per million population),93,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
804,Ukraine,2005,Resident patent filings (per million population),75,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
804,Ukraine,2010,Resident patent filings (per million population),56,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
804,Ukraine,2019,Resident patent filings (per million population),47,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
804,Ukraine,2020,Resident patent filings (per million population),31,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
804,Ukraine,2021,Resident patent filings (per million population),30,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
804,Ukraine,1995,Grants of patents (number),"1,350",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
804,Ukraine,2005,Grants of patents (number),"3,719",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
804,Ukraine,2010,Grants of patents (number),"3,874",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
804,Ukraine,2019,Grants of patents (number),"2,255",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
804,Ukraine,2020,Grants of patents (number),"2,179",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
804,Ukraine,2021,Grants of patents (number),"2,298",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
804,Ukraine,2005,Patents in force (number),"37,336",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
804,Ukraine,2010,Patents in force (number),"24,622",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
804,Ukraine,2019,Patents in force (number),"22,440",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
804,Ukraine,2020,Patents in force (number),"21,190",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
804,Ukraine,2021,Patents in force (number),"18,478",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
784,United Arab Emirates,2010,Resident patent filings (per million population),3,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
784,United Arab Emirates,2019,Resident patent filings (per million population),10,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
784,United Arab Emirates,2020,Resident patent filings (per million population),7,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
784,United Arab Emirates,2021,Resident patent filings (per million population),7,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
784,United Arab Emirates,2010,Grants of patents (number),2,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
784,United Arab Emirates,2019,Grants of patents (number),"1,278",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
784,United Arab Emirates,2020,Grants of patents (number),506,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
784,United Arab Emirates,2021,Grants of patents (number),655,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
784,United Arab Emirates,2010,Patents in force (number),113,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
784,United Arab Emirates,2019,Patents in force (number),"1,283",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
784,United Arab Emirates,2020,Patents in force (number),"2,416",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
784,United Arab Emirates,2021,Patents in force (number),"2,705",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
826,United Kingdom,1985,Resident patent filings (per million population),348,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
826,United Kingdom,1995,Resident patent filings (per million population),321,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
826,United Kingdom,2005,Resident patent filings (per million population),372,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
826,United Kingdom,2010,Resident patent filings (per million population),333,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
826,United Kingdom,2019,Resident patent filings (per million population),272,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
826,United Kingdom,2020,Resident patent filings (per million population),264,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
826,United Kingdom,2021,Resident patent filings (per million population),256,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
826,United Kingdom,1985,Grants of patents (number),"20,880",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
826,United Kingdom,1995,Grants of patents (number),"9,473",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
826,United Kingdom,2005,Grants of patents (number),"10,159",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
826,United Kingdom,2010,Grants of patents (number),"5,594",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
826,United Kingdom,2019,Grants of patents (number),"5,948",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
826,United Kingdom,2020,Grants of patents (number),"9,772",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
826,United Kingdom,2021,Grants of patents (number),"10,895",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
826,United Kingdom,2010,Patents in force (number),"413,177",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
826,United Kingdom,2019,Patents in force (number),"641,887",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
826,United Kingdom,2020,Patents in force (number),"682,245",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
826,United Kingdom,2021,Patents in force (number),"690,131",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
834,United Rep. of Tanzania,1985,Grants of patents (number),30,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
834,United Rep. of Tanzania,2005,Grants of patents (number),3,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
834,United Rep. of Tanzania,2010,Grants of patents (number),1,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
834,United Rep. of Tanzania,2019,Grants of patents (number),19,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
834,United Rep. of Tanzania,2020,Grants of patents (number),7,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
834,United Rep. of Tanzania,2021,Grants of patents (number),13,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
840,United States of America,1985,Resident patent filings (per million population),268,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
840,United States of America,1995,Resident patent filings (per million population),466,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
840,United States of America,2005,Resident patent filings (per million population),703,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
840,United States of America,2010,Resident patent filings (per million population),782,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
840,United States of America,2019,Resident patent filings (per million population),868,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
840,United States of America,2020,Resident patent filings (per million population),813,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
840,United States of America,2021,Resident patent filings (per million population),790,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
840,United States of America,1985,Grants of patents (number),"71,661",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
840,United States of America,1995,Grants of patents (number),"101,419",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
840,United States of America,2005,Grants of patents (number),"143,806",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
840,United States of America,2010,Grants of patents (number),"219,614",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
840,United States of America,2019,Grants of patents (number),"354,430",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
840,United States of America,2020,Grants of patents (number),"351,993",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
840,United States of America,2021,Grants of patents (number),"327,307",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
840,United States of America,2005,Patents in force (number),"1,683,968",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
840,United States of America,2010,Patents in force (number),"2,017,318",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
840,United States of America,2019,Patents in force (number),"3,131,427",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
840,United States of America,2020,Patents in force (number),"3,348,531",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
840,United States of America,2021,Patents in force (number),"3,327,540",,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
858,Uruguay,1985,Resident patent filings (per million population),21,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
858,Uruguay,1995,Resident patent filings (per million population),11,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
858,Uruguay,2005,Resident patent filings (per million population),7,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
858,Uruguay,2010,Resident patent filings (per million population),7,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
858,Uruguay,1985,Grants of patents (number),196,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
858,Uruguay,1995,Grants of patents (number),36,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
858,Uruguay,2010,Grants of patents (number),29,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
858,Uruguay,2010,Patents in force (number),877,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
860,Uzbekistan,1995,Resident patent filings (per million population),46,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
860,Uzbekistan,2005,Resident patent filings (per million population),10,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
860,Uzbekistan,2010,Resident patent filings (per million population),13,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
860,Uzbekistan,2019,Resident patent filings (per million population),11,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
860,Uzbekistan,2020,Resident patent filings (per million population),10,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
860,Uzbekistan,2021,Resident patent filings (per million population),12,,"World Intellectual Property Organization (WIPO), Geneva, WIPO statistics database, last accessed May 2023."
